Subset,Variable,Exclude,Avg_mean,Subset_mean,Delta,Avg_count,Subset_count,Avg_stdev,Subset_stdev,Significance
occupation: Factory Worker,PR_4WD/AWD Availability,,2.932134248,3.479166667,0.547032419,5393,96,1.494373792,1.465240535,2.182090205
lifestage_2: Older-Family (Age Oldest Child 13-17),PSY_My vehicle is a reflection of my achievement,,3.142405063,3.336162988,0.193757925,5372,589,1.29921708,1.235418165,2.181916359
"occupation: Administrative, Clerical",S_2nd row Seat Comfort,,5.517032198,5.928571429,0.411539231,2143,112,1.270422032,1.167998872,2.18163945
region: Western Region,IS_TrueCar,,0.183360114,0.232804233,0.049444119,5601,1134,0.386996023,0.422804993,2.180453576
gender: Male,D_Post-Family - Income Over $80K,,0.148413313,0.180451128,0.032037815,5168,2793,0.355543614,0.384631625,2.17980634
occupation: Not Employed,Shop_First Vehicle Purch/Leased New ?,,0.248989975,0.40625,0.157260025,6683,128,0.432460347,0.493062102,2.179194635
gender: Female,S_Appearance of Wheels & Rims,,5.715258856,5.891402715,0.176143859,2202,884,1.254246273,1.224316973,2.179067029
ethnicity: Native American,PSY_Driving is one of my favorite things to do,,3.738642634,4.282608696,0.543966062,5437,46,1.044415682,1.003616648,2.178919069
occupation: Sales Work,PR_Appearance of Wheels & Rims,,3.631500743,3.835051546,0.203550803,6057,388,1.112667963,1.080055625,2.178672095
generation: Millennials (1979 - ),PR_Interior Storage,,3.94982613,4.043092522,0.093266392,6039,1578,0.907971152,0.923541785,2.177908137
gender: Female,S_Interior Roominess,,5.632278771,5.805970149,0.173691378,2181,871,1.213662207,1.206404821,2.177676368
"DMA: Los Angeles, CA (803)",Shop_Purchase Price (100's),,27159.34451,28529.87786,1370.533352,4354,262,5403.921078,6029.912013,2.17675201
marital status: Married,PT_Family needs changed,,0.110034208,0.13773833,0.027704123,5262,3042,0.312962129,0.344681792,2.176049733
occupation: Sales Work,"PR_Connectivity (WiFi, Bluetooth, etc.)",,4.07538692,4.245478036,0.170091117,6009,387,0.991714152,0.898587819,2.174737973
ethnicity: African American/Black,PSY_There are lots of different brands of vehicles that I would consider buying,,3.339570211,3.531664212,0.192094001,5398,679,1.258844405,1.324307143,2.174516964
state: Florida,Shop_Considered New / Used,,0.912560722,0.957198444,0.044637722,2882,257,0.28252672,0.20280439,2.173819161
generation: Millennials (1979 - ),UF_Personal Use: Transporting People,,2.346014493,2.659919028,0.313904536,1104,247,1.319297618,1.225463573,2.172772114
ethnicity: Hispanic/Latino,S_Ease of Front Seat Entry,,5.5597254,5.946153846,0.386428446,2185,130,1.289655915,1.183291549,2.17201637
occupation: Sales Work,PSY_The brand of vehicle I buy makes a statement about who I am,,3.202919978,3.463414634,0.260494656,5411,328,1.300163068,1.277374237,2.171863676
lifestage_2: Post-Family (No Children/Age Res 45+),PT_I get a new vehicle on a regular basis,,0.077347016,0.104497354,0.027150338,5262,2268,0.267166653,0.305972116,2.171715395
dispose segment: Minivan,PT_Family needs changed,,0.110034208,0.296296296,0.186262089,5262,81,0.312962129,0.459468292,2.171014159
"DMA: Greensboro et al, NC (518)","U_Other uses - Carrying large items (luggage, bike, etc.)",,0.66190901,1,0.33809099,1121,2,0.473270833,0,2.170233509
occupation: Other,D_Single Without Children,,0.238504205,0.317073171,0.078568966,5589,492,0.426207052,0.465809821,2.170197612
"DMA: San Antonio, TX (641)",D_Hispanic/Latino,,0.100704331,0.322033898,0.221329567,6673,59,0.30095937,0.471266744,2.169498718
lifestage_2: Younger-Family (Age Oldest Child 1-12),PR_Leasing Terms,,3.09066918,3.312109863,0.221440683,5305,801,1.680862701,1.629406539,2.167994315
lifestage_3: Post-Family - Income $80K or Less,PR_Driver Seat Adjustability,,4.30061046,4.380882353,0.080271893,6061,1360,0.804103311,0.737267663,2.167260713
occupation: Factory Worker - Retired,PR_Magazine/Newspaper/TV Reviews,,3.001439367,3.771428571,0.769989205,5558,35,1.367242442,1.238730714,2.166496967
state: New York,PR_4WD/AWD Availability,,2.932134248,3.241496599,0.309362351,5393,294,1.494373792,1.44270998,2.165789538
"DMA: Boston et al, MA-NH (506)",Shop_Segment Repurchase Loyal,,0.613214838,0.784615385,0.171400547,2588,65,0.487107876,0.414288083,2.165772322
model: Kia Optima,Shop_Segment Repurchase Loyal,,0.613214838,0.784615385,0.171400547,2588,65,0.487107876,0.414288083,2.165772322
generation: Matures (1945 and Earlier),Shop_Satisfaction with Disposed Veh,,5.191627212,5.401294498,0.209667287,4013,618,1.546845653,1.329431804,2.164999759
model: Subaru WRX,IS_Any Other Online/Internet Searches,,0.103374397,0.240601504,0.137227106,5601,133,0.304474437,0.429064803,2.163464146
ethnicity: Asian,D_Metropolitan City,,0.169271996,0.262295082,0.093023086,6717,305,0.3750199,0.440605122,2.162714845
state: Florida,D_Post-Family (No Children/Age Res 45+),,0.45069658,0.531548757,0.080852177,5527,523,0.497608253,0.499481427,2.162316738
"DMA: Greensboro et al, NC (518)",S_Front Seat Comfort,,5.714613971,6.571428571,0.856814601,2176,7,1.291488543,0.534522484,2.162303583
"occupation: Police, Postal, Fire",PSY_I prefer vehicles that provide superior acceleration,,3.71792976,4.00862069,0.29069093,5410,116,1.05036426,0.859683356,2.16192358
model: Nissan Altima Sdn,PSY_Vehicles are a 'tool' or a part of the 'gear' in an active outdoors lifestyle,,3.040366287,3.152894388,0.112528101,5351,2263,1.255811231,1.263844384,2.161896648
lifestage: Other With Children,D_Children 6 To 12,,0.234937611,0.613636364,0.378698752,5610,44,0.593593934,0.689317461,2.161502125
occupation: Executive/Managerial - Retired,Shop_Purchase Price (100's),,27159.34451,28606.64912,1447.304612,4354,171,5403.921078,5184.863401,2.161465488
state: Georgia,IS_TrueCar,,0.183360114,0.303030303,0.119670189,5601,198,0.386996023,0.460733149,2.160058108
generation: Millennials (1979 - ),IS_Mobile Apps,,0.05124085,0.079831933,0.028591083,5601,1428,0.220508291,0.27112778,2.159583645
region: Western Region,Shop_# Dealerships Visited Prior to Purchase,,1.561205273,1.743778802,0.182573529,5310,1085,1.492216781,1.551326806,2.159481578
model: Chevrolet Malibu,PR_Navigation System,,3.318371797,3.625,0.306628203,5503,208,1.398460272,1.209363629,2.159260032
occupation: Service Worker,PSY_Vehicles are a 'tool' or a part of the 'gear' in an active outdoors lifestyle,,3.040366287,3.459459459,0.419093173,5351,111,1.255811231,1.219417028,2.159205165
model: Subaru Impreza Sdn,D_Gender_N,,1.45186863,1.631578947,0.179710318,7064,95,0.49771321,0.484935433,2.159074253
"occupation: Police, Postal, Fire - Retired",D_Married Without Children,,0.365718375,0.613636364,0.247917988,5589,44,0.481674119,0.492544843,2.158741879
lifestage_3: Older-Family - Income $80K or Less,PSY_I will easily switch brands for price or features,,3.323011311,3.550913838,0.227902527,5393,383,1.302482386,1.205090838,2.156952775
lifestage: Married Without Children,PR1_Past experience with brand,,0.086889573,0.12137559,0.034486017,4546,1483,0.281704157,0.326673408,2.156837651
occupation: Factory Worker,PR_Advertising/Promotion,,3.31087344,3.762886598,0.452013158,5610,97,1.288471913,1.231303475,2.156553854
model: Subaru Legacy,S_Interior Roominess,,5.632278771,5.976,0.343721229,2181,125,1.213662207,1.035374328,2.156350264
model: Subaru WRX,U_Personal uses - Pleasure driving,,0.91882248,1,0.08117752,1121,17,0.273229439,0,2.156084684
lifestage_3: Older-Family - Income $80K or Less,U_Personal uses - Shopping/errands,,0.978590544,1,0.021409456,1121,78,0.144809521,0,2.155617599
"occupation: Administrative, Clerical",PR_Affordable to Buy,,4.458129798,4.575117371,0.116987573,5732,426,0.717572532,0.650965336,2.154951049
"DMA: Little Rock et al, AR (693)",PR_Future Trade-In or Resale Value,,4.099842078,4.608695652,0.508853575,5699,23,1.022748437,0.656376447,2.154664127
model: Toyota Camry Hybrid,D_Total Family Pre-Tax Income,,80.46763704,124.1666667,43.69902963,6458,72,68.15409225,103.065684,2.153458986
"DMA: Huntsville et al, AL (691)",D_Small Town Or Rural City,,0.340777133,0.617647059,0.276869926,6717,34,0.474005831,0.493270218,2.153364703
lifestage_3: Post-Family - Income Over $80K,PT_I get a new vehicle on a regular basis,,0.077347016,0.124309392,0.046962376,5262,724,0.267166653,0.330162278,2.151955028
occupation: Other,PR_Magazine/Newspaper/TV Reviews,,3.001439367,3.247165533,0.245726166,5558,441,1.367242442,1.402966789,2.15181349
lifestage_2: Post-Family (No Children/Age Res 45+),PSY_I want a vehicle that provides the quietest interior,,4.06183844,4.137637638,0.075799198,5385,1998,0.893305941,0.787085815,2.151712679
occupation: Technical Specialty,PSY_There are lots of different brands of vehicles that I would consider buying,,3.339570211,3.564606742,0.22503653,5398,356,1.258844405,1.152479318,2.15097514
occupation: Health Care,PSY_I want vehicles that provide that open-air driving experience,,3.412158394,3.614864865,0.202706471,5379,444,1.146018772,1.159066617,2.150615024
occupation: Skilled Trade,PSY_Vehicles are a 'tool' or a part of the 'gear' in an active outdoors lifestyle,,3.040366287,3.342592593,0.302226306,5351,216,1.255811231,1.225026147,2.149758484
model: Subaru WRX,S_Electronic Displays of Information,,5.574438846,6.061538462,0.487099616,2183,65,1.246747131,1.073500743,2.149126448
"DMA: Flint-Saginaw et al, MI (513)",S_OVERALL Environmental Friendliness,,5.601932812,6.538461538,0.936528727,2173,13,1.208981102,0.877058019,2.147989619
occupation: Factory Worker - Retired,D_Married Without Children,,0.365718375,0.705882353,0.340163978,5589,17,0.481674119,0.469668218,2.147620968
dispose segment: Did Not Own,PSY_I'm Curious and Open to Experiences,,3.860003709,4.043478261,0.183474552,5393,345,0.958843618,0.931284163,2.147123122
"DMA: Atlanta, GA (524)",IS_TrueCar,,0.183360114,0.330827068,0.147466953,5601,133,0.386996023,0.472289788,2.14619033
gender: Male,"PSY_I prefer vehicles that project a tough, workman-like image",,2.69080417,2.793903247,0.103099077,5372,3018,1.309307139,1.268914937,2.14592302
gender: Female,PR_Ease Of Customizing,,2.73660631,2.864957265,0.128350955,5357,2340,1.466793986,1.467814378,2.145005706
state: Massachusetts,Shop_Segment Repurchase Loyal,,0.613214838,0.786885246,0.173670408,2588,61,0.487107876,0.412906531,2.14466804
model: Chevrolet Malibu,U_Other uses - With rear seats folded or removed,,0.449598573,0.739130435,0.289531862,1121,23,0.497675238,0.448977759,2.144092225
dispose segment: Larger Car,IS_Newspapers,,0.036957686,0.082242991,0.045285305,5601,535,0.188674776,0.274991687,2.143927522
gender: Female,S_OVERALL Noise/Vibration Harshness,,5.40403115,5.589714286,0.185683136,2183,875,1.304937484,1.318634022,2.143682023
"DMA: Los Angeles, CA (803)",PR_Passenger Seating Capacity,,3.937417437,4.106017192,0.168599755,6056,349,0.92700393,0.862829754,2.143261242
occupation: Student,PSY_My vehicle is my sanctuary,,3.301862197,3.967741935,0.665879738,5370,31,1.235508766,1.016001016,2.140858893
education: College Graduate,IS_Manufacturer's Websites,,0.432601321,0.480924855,0.048323534,5601,1730,0.495480827,0.499780472,2.140405558
"DMA: Flint-Saginaw et al, MI (513)",S_OVERALL Exterior Workmanship,,5.892433911,6.692307692,0.799873782,2194,13,1.128055844,0.751067616,2.140193823
model: Nissan Altima Sdn,A_Mpg - City,,26.81672394,27.83622829,1.019504347,1746,403,6.73720167,4.813742523,2.140071042
"DMA: Ft. Myers-Naples, FL (571)",D_Post-Family (No Children/Age Res 45+),,0.45069658,0.692307692,0.241611112,5527,39,0.497608253,0.4675719,2.139750735
education: Other (Trade School),PR_Overall Brand Image,,4.15652326,4.325396825,0.168873566,5718,252,0.915811747,0.734243412,2.139383868
gender: Female,PR_Overall Value for the Money,,4.537014457,4.593037215,0.056022757,5741,2499,0.676044092,0.659086531,2.138658576
occupation: Health Care - Retired,UP_Personal uses - Shopping/errands,,0.201201201,0.6,0.398798799,999,15,0.40109889,0.507092553,2.138486239
dispose segment: Large Pickup,PSY_I want to be able to tow heavy loads,,2.003389192,2.631578947,0.628189755,5311,76,1.293176282,1.530508458,2.137615605
shop segment: Smaller Car,PSY_I will easily switch brands for price or features,,3.323011311,3.449201278,0.126189967,5393,1565,1.302482386,1.233383548,2.137558961
model: Ford Fusion,U_Other uses - With rear seats folded or removed,,0.449598573,0.705882353,0.25628378,1121,34,0.497675238,0.46249729,2.136352206
state: Massachusetts,D_White/Caucasian,,0.694140566,0.805555556,0.111414989,6673,144,0.460805015,0.397153821,2.135991041
state: Mississippi,D_Gender_N,,1.45186863,1.64556962,0.193700991,7064,79,0.49771321,0.481396864,2.135725025
education: Some High School,PR_4WD/AWD Availability,,2.932134248,3.610169492,0.678035243,5393,59,1.494373792,1.450528431,2.135625337
residence: Metropolitan City,PSY_I see my vehicle as an extension of my personality,,3.598333333,3.746559633,0.1482263,5400,872,1.177817525,1.151542508,2.135103824
"DMA: Miami-Ft. Lauderdale, FL (528)",PR_Warranty Coverage,,4.368025188,4.59223301,0.224207822,5717,103,0.804300352,0.633027169,2.134674913
occupation: Other,PR_Maneuverability,,4.340214699,4.459793814,0.119579116,6055,485,0.770615545,0.716491076,2.133605117
lifestage_2: Younger-Family (Age Oldest Child 1-12),PSY_I want vehicles that provide that open-air driving experience,,3.412158394,3.574380165,0.162221772,5379,726,1.146018772,1.170607547,2.133377051
lifestage_3: Younger-Family - Income Over $80K,D_Age < 35 / Income More than $70K / College Degree,,0.056181558,0.131205674,0.075024115,6301,282,0.230290268,0.338225377,2.132746538
education: Other (Trade School),PSY_I see my vehicle as an extension of my personality,,3.598333333,3.839506173,0.24117284,5400,243,1.177817525,1.037998592,2.132609644
model: Ford Fusion Energi,IS_Manufacturer's Websites,,0.432601321,0.675,0.242398679,5601,40,0.495480827,0.474341649,2.131304996
state: Louisiana,"PSY_I prefer vehicles that provide the softest, most comfortable ride quality",,4.142883583,4.456140351,0.313256768,5403,57,0.93233631,0.656565072,2.131165924
"DMA: Boston et al, MA-NH (506)",D_Education_N,,5.420108776,5.934210526,0.514101751,6803,152,1.757469426,1.777978064,2.130860838
ethnicity: Asian,Shop_# Dealerships Visited Prior to Purchase,,1.561205273,1.885931559,0.324726286,5310,263,1.492216781,1.460129068,2.130523575
model: Ford Fusion Hybrid,D_Education_N,,5.420108776,6.255319149,0.835210373,6803,47,1.757469426,1.594393508,2.130449589
"occupation: Administrative, Clerical",S_OVERALL Interior Versatility,,5.613457077,6,0.386542923,2155,111,1.212556127,1.120064933,2.128569046
state: Nevada,PR_Overall Safety of the Vehicle,,4.522806407,4.745098039,0.222291633,5744,51,0.71268846,0.440142579,2.127493974
occupation: Health Care,D_Total In Household,,2.626203209,2.860640301,0.234437093,5610,531,1.390512906,1.480494169,2.127482996
region: Northeast Region,D_Generation_N,,2.681653372,2.829650748,0.147997376,6895,1403,1.412172473,1.450143022,2.126395058
model: Nissan Altima Sdn,D_Total # Children In Household,,0.614795009,0.695984704,0.081189695,5610,3138,1.018685474,1.053550157,2.126051903
lifestage_3: Post-Family - Income $80K or Less,PR_Dealer Reputation,,4.080631025,4.178544061,0.097913036,5705,1305,0.998149561,0.891076774,2.125698616
occupation: Factory Worker,PR_Haul Cargo in Bed,,2.390275112,3.129032258,0.738757146,3126,62,1.519985722,1.624443117,2.125597874
occupation: Student,UF_Personal Use: To and From Work,,2.925560538,3.714285714,0.788725176,1115,7,1.668383129,0.487950036,2.12425463
occupation: Health Care,S_Ease of Front Seat Entry,,5.5597254,5.930555556,0.370830155,2185,144,1.289655915,1.221330112,2.124102622
lifestage: Single Without Children,"PSY_I prefer vehicles that provide the softest, most comfortable ride quality",,4.142883583,4.244399185,0.101515602,5403,982,0.93233631,0.818581476,2.123339023
gender: Female,S_2nd row Seat Roominess,,5.500232883,5.680974478,0.180741595,2147,862,1.277219918,1.284802611,2.122358844
cross shop: No,OA_Overall New Vehicle Experience,,5.731177829,5.90036452,0.169186691,2165,823,1.221636712,1.167186133,2.121831492
shop segment: No Other Make Considered,OA_Overall New Vehicle Experience,,5.731177829,5.90036452,0.169186691,2165,823,1.221636712,1.167186133,2.121831492
generation: Generation X (1965 - 1978),D_African American/Black,,0.145212049,0.182782283,0.037570235,6673,1603,0.352340905,0.386608538,2.121647174
"DMA: Flint-Saginaw et al, MI (513)",S_OVERALL Interior Versatility,,5.613457077,6.538461538,0.925004462,2155,13,1.212556127,0.877058019,2.121387193
lifestage_3: Pre-Family - Income $80K or Less,PSY_Luxury is Not Important Unless it Has Purpose,,3.472319941,3.644007156,0.171687215,5401,559,1.121516156,1.104047152,2.121156353
