Respondent,First New,Type of Sale,Marriage Status,Education Level,Race,Ownership,Age,Grade,Previous Model,Miles / Day,City Driving,Highway Driving,Rural Driving,Income Group
1020055790,1,Lease,Divorced/Widowed/Separated,College graduate,White,Long,2,SR,1,Medium,1,1,0,"$50,001-$75,000"
1020073593,1,Buy,Divorced/Widowed/Separated,College graduate,White,Short,3,SV,0,Low,1,1,0,"$30,000-$50,000"
1020077149,1,Buy,Divorced/Widowed/Separated,Some college,African-American/Black,Long,5,S,1,Medium,0,1,0,"$50,001-$75,000"
1020086997,0,Buy,Married,College graduate,Hispanic,Long,3,SV,1,Medium,1,0,0,"$100,001-$150,000"
1020093772,0,Lease,Married,Post graduate study/degree,White,Long,4,SV,1,High,1,1,0,"$75,001-$100,000"
1020112270,0,Special,Married,Some college,White,Long,2,S,1,Low,1,1,0,"$50,001-$75,000"
1020113439,0,Buy,Married,Some college,White,Short,4,SR,0,Medium,0,1,1,"$30,000-$50,000"
1020114940,0,Buy,Single/Not Married,Post graduate study/degree,African-American/Black,Short,5,SV,0,Medium,0,1,0,"$50,001-$75,000"
1020119348,0,Buy,Single/Not Married,Some college,White,Long,3,SV,0,Medium,1,0,0,"$30,000-$50,000"
1020123469,0,Buy,Living With Sig Oth/Dom Prtnr,High school graduate or less,White,Medium,3,SR,1,Low,1,1,1,"$30,000-$50,000"
1020125240,0,Buy,Married,College graduate,White,Short,3,SR,1,Medium,1,1,0,"$50,001-$75,000"
1020130376,0,Special,Married,Some college,Pref not to answer,Long,3,SV,1,High,1,0,1,"$50,001-$75,000"
1020131240,0,Lease,Single/Not Married,Post graduate study/degree,White,Long,2,SV,1,Low,1,1,0,"$30,000-$50,000"
1020132697,0,Buy,Married,Post graduate study/degree,White,Medium,2,SR,1,Low,1,1,1,"$100,001-$150,000"
1020143877,0,Buy,Divorced/Widowed/Separated,Some college,White,Long,4,SV,0,High,0,1,0,"$50,001-$75,000"
1020146086,0,Buy,Divorced/Widowed/Separated,High school graduate or less,White,Short,4,S,0,Medium,1,1,0,"Under $30,000"
1020146191,1,Buy,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,2,SV,1,Medium,1,1,0,"$30,000-$50,000"
1020149255,0,Buy,Divorced/Widowed/Separated,College graduate,Hispanic,Medium,4,SL,0,Low,1,0,0,"$75,001-$100,000"
1020151292,0,Special,Single/Not Married,Post graduate study/degree,Hispanic,Medium,4,SV,0,Medium,1,1,0,"$50,001-$75,000"
1020152450,1,Special,Living With Sig Oth/Dom Prtnr,Some college,Hispanic,Long,2,SR,1,Medium,1,1,0,"Under $30,000"
1020155573,0,Lease,Divorced/Widowed/Separated,High school graduate or less,White,Short,6,SL,0,Low,1,0,0,"$30,000-$50,000"
1020164203,0,Lease,Single/Not Married,Other,White,Medium,1,SR,0,High,1,0,0,"$30,000-$50,000"
1020169469,0,Lease,Married,High school graduate or less,Pref not to answer,Short,1,SV,0,Low,1,0,0,"$30,000-$50,000"
1020170475,0,Lease,Married,Some college,Pref not to answer,Long,4,S,0,Medium,1,0,0,"$30,000-$50,000"
1020175132,0,Special,Living With Sig Oth/Dom Prtnr,High school graduate or less,White,Medium,5,SL,0,Low,1,1,0,"$75,001-$100,000"
1020176902,0,Buy,Married,Some college,Pref not to answer,Short,5,S,0,High,0,1,0,"$50,001-$75,000"
1020177186,1,Buy,Divorced/Widowed/Separated,Some college,White,Long,4,SV,0,Low,0,0,1,"Under $30,000"
1020181639,1,Lease,Married,Some college,White,Long,5,SV,1,Medium,1,0,1,"$30,000-$50,000"
1020187041,1,Buy,Married,High school graduate or less,White,Long,2,SR,1,Low,1,1,1,"$30,000-$50,000"
1020190913,0,Special,Married,Some college,Pref not to answer,Short,5,SV,1,Low,1,1,0,"$30,000-$50,000"
1020200510,0,Buy,Single/Not Married,Some college,White,Short,5,SR,1,Low,1,0,0,"Under $30,000"
1020206712,0,Buy,Married,High school graduate or less,White,Long,2,S,1,Low,1,1,0,"$75,001-$100,000"
1020212038,0,Buy,Married,Some college,Hispanic,Long,4,SV,1,Low,1,1,0,"$50,001-$75,000"
1020215738,0,Buy,Married,College graduate,White,Long,3,SR,1,High,1,1,0,"$50,001-$75,000"
1020223897,0,Special,Single/Not Married,Post graduate study/degree,White,Medium,6,SR,0,High,0,1,0,"$75,001-$100,000"
1020226489,0,Lease,Single/Not Married,College graduate,White,Long,2,SV,0,Low,0,1,0,"$30,000-$50,000"
1020228821,0,Special,Married,High school graduate or less,White,Short,6,SV,0,Medium,1,1,0,"$50,001-$75,000"
1020231792,1,Lease,Single/Not Married,College graduate,White,Long,4,SV,0,Low,0,1,1,"$75,001-$100,000"
1020234856,0,Special,Married,High school graduate or less,White,Short,2,SR,0,Medium,1,0,0,"$50,001-$75,000"
1020235623,0,Lease,Married,College graduate,African-American/Black,Long,4,SV,1,Medium,1,0,0,"$30,000-$50,000"
1020239742,0,Buy,Married,Post graduate study/degree,White,Long,3,SL,0,Medium,1,1,0,"$200,001-$250,000"
1020241186,0,Special,Married,Some college,White,Short,6,SL,1,Low,0,0,1,"$75,001-$100,000"
1020254237,1,Buy,Single/Not Married,College graduate,Hispanic,Long,2,SR,0,Low,1,0,0,"$30,000-$50,000"
1020259336,0,Special,Married,Some college,African-American/Black,Long,3,S,0,High,1,0,0,"$30,000-$50,000"
1020267134,1,Special,Single/Not Married,Post graduate study/degree,White,Long,4,SR,0,High,0,1,0,"$100,001-$150,000"
1020272421,0,Special,Married,Some college,White,Long,2,SR,1,High,0,1,0,"$50,001-$75,000"
1020272774,0,Special,Single/Not Married,Some college,White,Short,2,SR,0,Low,1,0,0,"$30,000-$50,000"
1020275005,0,Buy,Single/Not Married,College graduate,White,Medium,2,SV,1,Medium,1,1,0,"$30,000-$50,000"
1020284926,0,Special,Married,Some college,White,Long,6,SR,1,Low,1,0,0,"$50,001-$75,000"
1020292686,1,Buy,Married,College graduate,White,Long,3,SV,1,Medium,1,1,0,"$50,001-$75,000"
1020303190,0,Lease,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,2,SV,1,Medium,0,1,0,"$50,001-$75,000"
1020307705,0,Special,Married,Post graduate study/degree,Pref not to answer,Short,3,SV,0,High,1,0,0,"$100,001-$150,000"
1020308248,0,Lease,Married,College graduate,Pref not to answer,Long,4,SV,0,Medium,1,1,1,"$100,001-$150,000"
1020308361,0,Lease,Living With Sig Oth/Dom Prtnr,Some college,White,Long,4,SV,1,Low,1,0,0,"$75,001-$100,000"
1020314850,0,Buy,Single/Not Married,Post graduate study/degree,African-American/Black,Medium,3,SV,0,High,0,1,0,"$30,000-$50,000"
1020316593,0,Buy,Single/Not Married,College graduate,African-American/Black,Long,2,S,1,Low,1,1,0,"Under $30,000"
1020319746,0,Special,Married,Some college,White,Short,5,SL,0,Medium,0,1,0,"$75,001-$100,000"
1020320299,1,Buy,Married,Post graduate study/degree,Hispanic,Short,2,SV,0,High,1,1,0,"$50,001-$75,000"
1020321970,0,Special,Divorced/Widowed/Separated,Some college,White,Medium,6,S,0,Low,1,0,0,"$30,000-$50,000"
1020322283,0,Special,Divorced/Widowed/Separated,College graduate,White,Long,3,S,1,Low,1,1,0,"$30,000-$50,000"
1020323280,1,Buy,Married,Post graduate study/degree,Hispanic,Long,3,S,0,Very High,1,1,0,"$30,000-$50,000"
1020324626,1,Special,Single/Not Married,College graduate,White,Long,3,S,0,High,0,1,0,"$30,000-$50,000"
1020326122,0,Buy,Married,College graduate,Asian,Long,4,SV,0,Medium,1,0,0,"$75,001-$100,000"
1020326530,0,Special,Married,High school graduate or less,White,Short,4,SR,1,Medium,0,0,1,"$30,000-$50,000"
1020327749,0,Buy,Divorced/Widowed/Separated,Some college,White,Long,2,S,1,Very High,1,1,1,"$30,000-$50,000"
1020330375,1,Special,Divorced/Widowed/Separated,Post graduate study/degree,White,Short,2,SV,0,Medium,0,1,1,"$30,000-$50,000"
1020331592,0,Special,Married,High school graduate or less,White,Long,5,S,1,Low,1,0,0,"$30,000-$50,000"
1020332262,1,Lease,Living With Sig Oth/Dom Prtnr,College graduate,Hispanic,Long,4,SV,0,Medium,1,0,1,"$75,001-$100,000"
1020332823,0,Buy,Divorced/Widowed/Separated,College graduate,African-American/Black,Short,5,SV,0,Low,1,1,0,"$50,001-$75,000"
1020338325,0,Buy,Divorced/Widowed/Separated,Some college,White,Long,2,S,1,Medium,0,1,0,"Under $30,000"
1020340230,1,Buy,Single/Not Married,Some college,White,Long,2,S,1,Medium,0,1,1,"$50,001-$75,000"
1020348622,0,Special,Married,College graduate,Pref not to answer,Long,5,SR,1,High,0,1,0,"$30,000-$50,000"
1020351917,1,Special,Married,College graduate,White,Long,4,SV,1,Very High,0,1,0,"$100,001-$150,000"
1020352964,1,Lease,Single/Not Married,High school graduate or less,Hispanic,Long,1,SR,1,Low,1,0,1,"Under $30,000"
1020356820,1,Lease,Married,College graduate,African-American/Black,Long,3,S,0,High,0,1,0,"$75,001-$100,000"
1020358296,0,Lease,Married,Some college,White,Long,5,SV,0,Medium,0,1,1,"$30,000-$50,000"
1020363907,0,Special,Single/Not Married,Some college,White,Medium,2,SR,1,Medium,0,1,1,"$30,000-$50,000"
1020369484,0,Lease,Single/Not Married,College graduate,White,Short,2,S,0,Medium,0,1,0,"$100,001-$150,000"
1020369743,0,Special,Married,Some college,Hispanic,Medium,4,S,1,High,0,1,0,"$150,001-$200,000"
1020372230,0,Special,Married,College graduate,Pref not to answer,Long,6,SL,0,Medium,1,0,0,"$30,000-$50,000"
1020372957,1,Lease,Single/Not Married,College graduate,White,Long,1,SV,1,Low,1,0,0,"Under $30,000"
1020373317,0,Buy,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,3,SV,1,Low,1,0,0,"$30,000-$50,000"
1020373325,0,Buy,Married,Post graduate study/degree,White,Long,5,S,0,Low,0,0,1,"$100,001-$150,000"
1020382430,0,Special,Married,Some college,White,Short,6,SV,0,High,0,0,1,"$50,001-$75,000"
1020389620,1,Buy,Living With Sig Oth/Dom Prtnr,Some college,White,Long,2,S,0,Medium,1,1,0,"$30,000-$50,000"
1020406550,0,Special,Divorced/Widowed/Separated,College graduate,White,Long,5,SR,0,Low,1,0,0,"Under $30,000"
1020410832,0,Buy,Married,Some college,White,Short,5,SR,0,Medium,1,1,1,"$75,001-$100,000"
1020412622,0,Special,Married,College graduate,White,Long,3,SR,1,Low,1,0,0,"$75,001-$100,000"
1020416512,0,Special,Married,Post graduate study/degree,White,Long,4,SV,1,Medium,0,0,1,"$30,000-$50,000"
1020416709,0,Special,Married,High school graduate or less,Asian,Long,3,S,1,High,1,1,0,"$30,000-$50,000"
1020417039,0,Buy,Married,Some college,Pref not to answer,Long,4,S,1,Medium,1,0,0,"$75,001-$100,000"
1020419180,0,Buy,Divorced/Widowed/Separated,College graduate,African-American/Black,Long,3,SV,1,High,0,1,0,"$100,001-$150,000"
1020420455,0,Buy,Married,Some college,Native American,Long,4,SR,0,Medium,1,0,0,"$75,001-$100,000"
1020423098,1,Buy,Single/Not Married,Some college,African-American/Black,Short,3,SL,0,Low,1,0,0,"$30,000-$50,000"
1020436335,0,Buy,Married,Post graduate study/degree,White,Long,6,SV,0,Medium,1,0,0,"$75,001-$100,000"
1020438028,0,Buy,Divorced/Widowed/Separated,Some college,African-American/Black,Long,4,SR,1,Medium,0,1,0,"$30,000-$50,000"
1020444656,1,Special,Single/Not Married,College graduate,White,Long,2,SR,0,Medium,0,1,0,"$30,000-$50,000"
1020447434,0,Lease,Divorced/Widowed/Separated,College graduate,White,Long,5,S,0,Low,0,1,0,"Under $30,000"
1020451318,1,Special,Single/Not Married,College graduate,Other,Long,5,S,1,Low,1,0,0,"Under $30,000"
1020453965,0,Special,Married,Post graduate study/degree,Asian,Long,4,S,1,Low,1,0,0,"$100,001-$150,000"
1020454724,0,Buy,Married,High school graduate or less,Hispanic,Long,3,SL,0,Low,1,0,0,"$50,001-$75,000"
1020462344,0,Buy,Single/Not Married,Some college,Pref not to answer,Long,2,SR,1,Low,1,1,1,"$30,000-$50,000"
1020468393,0,Buy,Divorced/Widowed/Separated,Post graduate study/degree,White,Short,4,S,0,Low,1,0,0,"Under $30,000"
1020469462,0,Lease,Married,College graduate,White,Short,5,SR,0,Low,1,0,0,"$75,001-$100,000"
1020469705,1,Special,Single/Not Married,Some college,Hispanic,Long,4,SV,1,Medium,1,1,0,"$30,000-$50,000"
1020472188,1,Lease,Single/Not Married,College graduate,Other,Long,2,SR,1,High,1,1,0,"$30,000-$50,000"
1020475560,0,Lease,Married,College graduate,White,Short,5,SV,0,Medium,0,1,0,"$30,000-$50,000"
1020476116,0,Special,Single/Not Married,College graduate,White,Short,2,SR,0,High,0,0,1,"$50,001-$75,000"
1020485034,1,Lease,Single/Not Married,Post graduate study/degree,White,Long,2,SV,1,Low,1,0,0,"$100,001-$150,000"
1020485093,0,Lease,Single/Not Married,High school graduate or less,White,Long,6,SL,0,Medium,1,0,0,"Under $30,000"
1020490208,0,Buy,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,3,SL,1,High,0,1,0,"$50,001-$75,000"
1020492340,0,Lease,Married,Post graduate study/degree,Pref not to answer,Long,4,SV,1,Low,1,1,0,"$50,001-$75,000"
1020498659,0,Buy,Single/Not Married,Some college,African-American/Black,Short,1,SR,0,Medium,1,1,0,"$30,000-$50,000"
1020499884,0,Buy,Divorced/Widowed/Separated,College graduate,African-American/Black,Medium,2,SV,0,Medium,1,0,0,"$30,000-$50,000"
1020511140,1,Buy,Married,Some college,African-American/Black,Long,3,SL,1,Medium,0,1,0,"$150,001-$200,000"
1020512023,1,Buy,Married,Some college,White,Long,1,S,1,High,0,1,0,"Under $30,000"
1020515626,0,Buy,Married,High school graduate or less,White,Long,6,SR,1,Medium,0,1,0,"$50,001-$75,000"
1020517149,1,Buy,Divorced/Widowed/Separated,Some college,Pref not to answer,Long,2,SR,1,Low,1,0,0,"$50,001-$75,000"
1020524897,0,Buy,Single/Not Married,High school graduate or less,White,Long,3,S,1,Medium,0,0,1,"Under $30,000"
1020527373,0,Lease,Divorced/Widowed/Separated,College graduate,White,Short,6,S,0,Low,1,0,0,"$30,000-$50,000"
1020527594,0,Buy,Single/Not Married,College graduate,White,Medium,2,S,0,Medium,1,0,0,"Under $30,000"
1020527756,0,Buy,Divorced/Widowed/Separated,Some college,White,Long,6,SV,0,Low,1,0,0,"$30,000-$50,000"
1020531753,0,Buy,Married,Some college,White,Short,4,SR,0,Low,0,0,1,"$30,000-$50,000"
1020535562,0,Lease,Single/Not Married,High school graduate or less,White,Short,5,S,0,Low,1,0,0,"$30,000-$50,000"
1020536879,0,Buy,Single/Not Married,College graduate,White,Long,1,SV,0,Medium,1,0,0,"$30,000-$50,000"
1020537581,0,Lease,Married,College graduate,White,Short,4,SR,1,Medium,0,0,1,"$75,001-$100,000"
1020538049,0,Buy,Married,Post graduate study/degree,White,Long,6,SV,1,Medium,1,1,0,"$50,001-$75,000"
1020543697,1,Buy,Divorced/Widowed/Separated,College graduate,White,Long,3,SV,1,High,0,1,0,"$30,000-$50,000"
1020549180,1,Special,Married,Some college,Hispanic,Medium,3,S,1,Medium,1,0,0,"$50,001-$75,000"
1020549334,0,Buy,Married,College graduate,White,Long,6,SL,1,Low,1,0,0,"$30,000-$50,000"
1020552718,0,Lease,Divorced/Widowed/Separated,College graduate,White,Short,5,SR,0,Low,1,0,0,"$50,001-$75,000"
1020553757,0,Buy,Married,Some college,White,Short,4,SV,1,Very High,0,1,0,"$50,001-$75,000"
1020553765,0,Buy,Married,College graduate,White,Short,3,SR,0,Medium,0,1,0,"$50,001-$75,000"
1020561091,0,Buy,Married,High school graduate or less,White,Medium,5,S,1,Low,0,0,1,"$75,001-$100,000"
1020577362,0,Special,Married,High school graduate or less,White,Short,4,S,0,Medium,1,1,0,"$50,001-$75,000"
1020579152,1,Buy,Divorced/Widowed/Separated,Some college,Hispanic,Long,5,S,0,Low,1,0,0,"Under $30,000"
1020598211,1,Buy,Single/Not Married,Some college,White,Long,2,S,1,High,0,1,0,"Under $30,000"
1020598530,0,Special,Married,Post graduate study/degree,Other,Long,3,SV,1,Medium,1,0,0,"$100,001-$150,000"
1020598980,1,Lease,Single/Not Married,Some college,Asian,Long,4,S,1,Low,1,0,0,"$50,001-$75,000"
1020602324,1,Lease,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,2,SR,1,Medium,0,1,0,"$50,001-$75,000"
1020610912,1,Special,Single/Not Married,Post graduate study/degree,White,Long,2,SR,0,Medium,1,1,0,"$50,001-$75,000"
1020624301,0,Buy,Divorced/Widowed/Separated,Post graduate study/degree,African-American/Black,Medium,6,S,0,Low,0,1,1,"$50,001-$75,000"
1020625707,1,Lease,Married,Post graduate study/degree,White,Medium,6,SV,0,Medium,1,0,0,"$50,001-$75,000"
1020626959,0,Buy,Married,Some college,White,Long,5,SR,0,Low,0,0,1,"$75,001-$100,000"
1020629150,0,Lease,Divorced/Widowed/Separated,College graduate,White,Short,5,SV,0,Medium,0,0,1,"Under $30,000"
1020630115,0,Lease,Married,College graduate,White,Long,2,SR,0,Low,1,0,0,"$75,001-$100,000"
1020630581,0,Special,Married,High school graduate or less,White,Long,6,S,0,Low,1,1,1,"$30,000-$50,000"
1020631820,0,Special,Married,Some college,White,Long,5,SL,1,Low,1,0,0,"$75,001-$100,000"
1020635508,1,Special,Single/Not Married,College graduate,White,Long,1,SV,0,Low,1,1,0,"$30,000-$50,000"
1020636210,0,Buy,Single/Not Married,College graduate,African-American/Black,Long,2,SR,1,Medium,1,0,0,"$30,000-$50,000"
1020637900,0,Buy,Married,Post graduate study/degree,White,Medium,5,SV,1,High,0,1,0,"$150,001-$200,000"
1020649509,0,Buy,Divorced/Widowed/Separated,Some college,White,Short,4,SR,1,Low,0,0,1,"$30,000-$50,000"
1020650701,0,Buy,Married,Some college,White,Medium,5,SL,0,Medium,0,0,1,"$150,001-$200,000"
1020656114,0,Special,Married,College graduate,Hispanic,Long,2,SR,1,High,1,0,0,"$30,000-$50,000"
1020656629,0,Buy,Married,College graduate,White,Long,6,SV,0,Medium,1,1,0,"$100,001-$150,000"
1020658400,0,Buy,Married,High school graduate or less,White,Short,6,SL,0,Medium,1,1,1,"$30,000-$50,000"
1020666934,0,Special,Divorced/Widowed/Separated,Some college,White,Long,5,SV,1,High,1,0,0,"$30,000-$50,000"
1020671563,0,Special,Married,College graduate,White,Short,4,SL,0,Medium,1,0,0,"$150,001-$200,000"
1020679220,0,Special,Married,Post graduate study/degree,Pref not to answer,Long,6,SL,1,Low,1,0,0,"$75,001-$100,000"
1020680716,0,Special,Married,College graduate,White,Short,3,S,1,Medium,0,1,0,"$50,001-$75,000"
1020680945,0,Lease,Married,High school graduate or less,White,Short,4,SV,0,Low,1,0,0,"$30,000-$50,000"
1020683880,1,Lease,Married,High school graduate or less,White,Long,2,SL,1,Low,1,0,0,"$50,001-$75,000"
1020685971,1,Lease,Single/Not Married,College graduate,White,Long,1,S,1,Low,1,1,0,"Under $30,000"
1020686544,1,Buy,Single/Not Married,College graduate,White,Long,1,SV,1,Low,0,0,1,"$50,001-$75,000"
1020691050,0,Lease,Married,College graduate,Hispanic,Short,4,SV,0,Medium,1,1,0,"$75,001-$100,000"
1020691610,1,Special,Married,High school graduate or less,Hispanic,Medium,3,SR,0,Low,1,0,0,"$30,000-$50,000"
1020691840,0,Buy,Married,Some college,African-American/Black,Short,5,SR,0,Medium,0,0,1,"$50,001-$75,000"
1020692030,0,Special,Married,College graduate,White,Short,3,SV,1,High,0,1,0,"$100,001-$150,000"
1020695101,1,Buy,Single/Not Married,College graduate,African-American/Black,Long,5,SV,1,High,0,1,0,"$30,000-$50,000"
1020697244,0,Buy,Married,Some college,African-American/Black,Short,5,SV,0,Low,1,0,0,"$30,000-$50,000"
1020699425,1,Buy,Single/Not Married,Post graduate study/degree,African-American/Black,Long,2,SL,1,High,0,1,0,"Under $30,000"
1020718527,0,Buy,Divorced/Widowed/Separated,Some college,White,Long,4,SV,1,Low,1,0,0,"$30,000-$50,000"
1020719957,1,Buy,Married,College graduate,Hispanic,Long,1,SV,1,Medium,1,0,0,"$30,000-$50,000"
1020720785,0,Buy,Single/Not Married,High school graduate or less,African-American/Black,Short,1,S,0,Very High,1,1,0,"Under $30,000"
1020724543,0,Special,Married,High school graduate or less,Hispanic,Long,3,SR,1,High,1,1,0,"$50,001-$75,000"
1020727860,0,Buy,Living With Sig Oth/Dom Prtnr,College graduate,White,Medium,5,SV,0,Low,1,0,0,"$30,000-$50,000"
1020738188,1,Special,Married,Post graduate study/degree,White,Short,6,SV,1,Medium,1,1,0,"$100,001-$150,000"
1020748582,0,Special,Married,Some college,White,Short,4,SL,0,Medium,1,0,0,"$150,001-$200,000"
1020759770,0,Special,Married,Post graduate study/degree,White,Long,3,S,1,Low,1,1,1,"$50,001-$75,000"
1020772572,0,Lease,Married,Post graduate study/degree,Pref not to answer,Long,3,SV,1,High,0,1,0,"$75,001-$100,000"
1020773250,0,Lease,Divorced/Widowed/Separated,College graduate,White,Medium,6,SV,0,Medium,0,1,0,"$30,000-$50,000"
1020773820,0,Lease,Married,Post graduate study/degree,White,Short,3,SV,0,Medium,1,1,0,"$100,001-$150,000"
1020778236,0,Lease,Divorced/Widowed/Separated,College graduate,White,Long,5,SV,1,Low,0,0,1,"$50,001-$75,000"
1020778856,0,Buy,Single/Not Married,Some college,White,Medium,2,SR,0,High,0,1,0,"$150,001-$200,000"
1020781938,0,Buy,Single/Not Married,Some college,Pref not to answer,Long,2,SV,0,Medium,0,1,0,"$30,000-$50,000"
1020784287,0,Lease,Divorced/Widowed/Separated,High school graduate or less,White,Short,5,S,0,Low,0,1,0,"$30,000-$50,000"
1020787146,0,Buy,Living With Sig Oth/Dom Prtnr,High school graduate or less,White,Long,2,S,0,Medium,0,0,1,"$100,001-$150,000"
1020787251,1,Special,Married,High school graduate or less,White,Long,6,SV,1,Low,1,0,0,"$30,000-$50,000"
1020787723,0,Special,Divorced/Widowed/Separated,Some college,White,Long,4,SR,0,Low,1,0,0,"$75,001-$100,000"
1020787804,0,Lease,Living With Sig Oth/Dom Prtnr,Some college,White,Short,4,SR,0,Low,1,0,0,"$75,001-$100,000"
1020788053,0,Buy,Married,Post graduate study/degree,Asian,Long,3,S,0,Medium,0,1,1,"$100,001-$150,000"
1020793014,0,Lease,Single/Not Married,College graduate,White,Short,4,SR,0,Medium,1,0,0,"$50,001-$75,000"
